X_id,YEAR.BUILT,YEAR.EVALUATED,AGE,CURRENT.BUILDING.EVAL.SCORE
1140,1969,2023,54,87
1141,1964,2023,59,94
1142,1920,2023,103,78
1143,1928,2023,95,82
1144,1989,2023,34,91
1145,1984,2023,39,90
1146,1986,2023,37,90
1147,1960,2023,63,96
1148,1973,2023,50,98
1149,2005,2023,18,93
1150,2021,2023,2,99
1151,2021,2023,2,98
1152,1918,2023,105,74
1153,1955,2023,68,78
1154,1930,2023,93,89
1155,1955,2023,68,93
1156,1955,2023,68,96
1157,1955,2023,68,94
1158,1992,2023,31,46
1159,1960,2023,63,88
1160,1961,2023,62,86
1161,1982,2023,41,92
1162,1979,2023,44,90
1163,1965,2023,58,92
1165,1904,2023,119,85
1166,1907,2023,116,65
1167,1911,2023,112,95
1168,1950,2023,73,92
1169,1974,2023,49,93
1170,1976,2023,47,95
1171,1988,2023,35,99
1172,1990,2023,33,54
1173,1974,2023,49,96
1174,1947,2023,76,77
1175,1957,2023,66,80
1176,1953,2023,70,94
1177,1920,2023,103,75
1178,1954,2023,69,95
1179,1932,2023,91,86
1180,1954,2023,69,93
1181,1954,2023,69,95
1182,1954,2023,69,95
1183,1910,2023,113,78
1185,1912,2023,111,77
1186,1900,2023,123,77
1187,1994,2023,29,84
1188,1930,2023,93,90
1189,1930,2023,93,87
1190,1960,2023,63,85
1191,1928,2023,95,69
1192,1967,2023,56,86
1193,1965,2023,58,93
1194,1967,2023,56,85
1195,1957,2023,66,81
1196,1957,2023,66,82
1197,1994,2023,29,92
1198,1992,2023,31,94
1199,1950,2023,73,88
1200,1955,2023,68,96
1201,1959,2023,64,85
1202,1959,2023,64,90
1203,1968,2023,55,93
1204,2022,2023,1,97
1205,2008,2023,15,96
1206,1955,2023,68,99
1207,1996,2023,27,89
1208,1957,2023,66,85
1209,1969,2023,54,94
1210,1969,2023,54,97
1211,1970,2023,53,95
1212,1973,2023,50,95
1213,1965,2023,58,91
1214,1967,2023,56,73
1215,1951,2023,72,89
1216,1992,2023,31,87
1217,2006,2023,17,83
1218,1961,2023,62,96
1219,1950,2023,73,89
1220,1953,2023,70,86
1221,1957,2023,66,96
1222,1960,2023,63,86
1223,1958,2023,65,95
1224,1958,2023,65,94
1225,1957,2023,66,87
1226,1957,2023,66,91
1227,1963,2023,60,96
1228,1962,2023,61,96
1229,1962,2023,61,99
1230,1960,2023,63,78
1231,1964,2023,59,96
1232,1973,2023,50,98
1233,1964,2023,59,89
1234,1970,2023,53,88
1235,2015,2023,8,99
1236,1967,2023,56,84
1237,1940,2023,83,89
1238,1914,2023,109,79
1239,1918,2023,105,90
1240,1930,2023,93,89
1241,1960,2023,63,84
1242,1964,2023,59,91
1243,1945,2023,78,66
1244,1956,2023,67,89
1245,1955,2023,68,93
1246,1969,2023,54,91
1247,1954,2023,69,96
1248,1965,2023,58,87
1249,1959,2023,64,90
1250,1988,2023,35,94
1251,1953,2023,70,90
1252,1960,2023,63,92
1253,1965,2023,58,84
1254,1959,2023,64,80
1255,1955,2023,68,95
1256,1974,2023,49,86
1257,1960,2023,63,96
1258,1972,2023,51,97
1259,1969,2023,54,71
1260,2005,2023,18,96
1261,1955,2023,68,90
1262,1955,2023,68,89
1263,1955,2023,68,84
1264,1956,2023,67,82
1265,1949,2023,74,82
1266,1949,2023,74,88
1267,1951,2023,72,83
1268,1955,2023,68,89
1269,1954,2023,69,72
1270,1954,2023,69,84
1271,1966,2023,57,81
1272,1957,2023,66,88
1273,1951,2023,72,98
1274,1960,2023,63,91
1275,1963,2023,60,95
1276,1963,2023,60,95
1277,1964,2023,59,98
1278,1962,2023,61,87
1279,1968,2023,55,95
1280,1986,2023,37,96
1281,1967,2023,56,83
1282,1975,2023,48,87
1283,1955,2023,68,91
1284,1955,2023,68,96
1285,1968,2023,55,92
1286,1957,2023,66,92
1287,1954,2023,69,93
1288,2009,2023,14,91
1289,1956,2023,67,95
1290,1950,2023,73,90
1291,1979,2023,44,90
1292,1979,2023,44,89
1293,1953,2023,70,91
1294,1960,2023,63,96
1295,1960,2023,63,87
1296,1982,2023,41,91
1297,1969,2023,54,98
1298,1971,2023,52,84
1299,1995,2023,28,82
1300,1961,2023,62,81
1301,1955,2023,68,85
1302,1971,2023,52,88
1303,1959,2023,64,96
1304,1959,2023,64,98
1305,2018,2023,5,100
1306,1970,2023,53,83
1307,1970,2023,53,90
1308,2005,2023,18,98
1309,1960,2023,63,87
1310,1962,2023,61,90
1311,1968,2023,55,94
1312,1967,2023,56,90
1313,1960,2023,63,93
1314,1970,2023,53,87
1315,1958,2023,65,94
1316,1969,2023,54,92
1317,2010,2023,13,96
1318,1968,2023,55,86
1319,1969,2023,54,70
1320,1965,2023,58,92
1321,1966,2023,57,88
1322,1961,2023,62,94
1323,1950,2023,73,81
1324,1960,2023,63,93
1325,1967,2023,56,93
1326,1973,2023,50,92
1327,1978,2023,45,83
1328,1988,2023,35,86
1329,1975,2023,48,92
1330,1955,2023,68,97
1331,1838,2023,185,89
1332,1931,2023,92,87
1333,1960,2023,63,100
1334,1934,2023,89,100
1335,1977,2023,46,91
1336,1978,2023,45,82
1337,1950,2023,73,87
1338,1930,2023,93,91
1339,1930,2023,93,88
1340,1930,2023,93,85
1341,1940,2023,83,80
1342,1965,2023,58,91
1343,1969,2023,54,94
1344,1964,2023,59,92
1345,1964,2023,59,79
1346,1978,2023,45,84
1347,1952,2023,71,85
1348,2019,2023,4,92
1349,1984,2023,39,98
1350,1959,2023,64,85
1351,1905,2023,118,77
1352,2007,2023,16,91
1353,1965,2023,58,87
1354,1969,2023,54,84
1355,1931,2023,92,80
1356,1935,2023,88,85
1357,1962,2023,61,83
1358,1960,2023,63,87
1359,1962,2023,61,86
1360,1939,2023,84,90
1361,1962,2023,61,82
1362,1965,2023,58,83
1363,1959,2023,64,86
1364,1967,2023,56,97
1365,1955,2023,68,42
1366,1960,2023,63,73
1367,1955,2023,68,95
1368,1960,2023,63,97
1370,1950,2023,73,79
1371,1955,2023,68,99
1372,1971,2023,52,87
1373,1976,2023,47,98
1374,1959,2023,64,93
1375,1990,2023,33,96
1376,2015,2023,8,97
1377,1967,2023,56,91
1378,2006,2023,17,90
1379,2013,2023,10,99
1380,1962,2023,61,81
1381,1962,2023,61,85
1382,1994,2023,29,92
1383,1888,2023,135,90
1384,1969,2023,54,98
1385,1966,2023,57,84
1386,2012,2023,11,97
1387,1972,2023,51,81
1388,1968,2023,55,79
1389,1951,2023,72,77
1390,1930,2023,93,88
1391,1920,2023,103,89
1392,1885,2023,138,89
1393,1973,2023,50,88
1394,1964,2023,59,83
1395,1930,2023,93,77
1396,1958,2023,65,84
1397,1972,2023,51,98
1398,1972,2023,51,98
1399,1955,2023,68,92
1400,1975,2023,48,96
1401,1959,2023,64,94
1402,1927,2023,96,58
1403,1925,2023,98,54
1404,1969,2023,54,92
1405,1959,2023,64,87
1406,2019,2023,4,94
1407,1900,2023,123,88
1408,1984,2023,39,99
1409,1993,2023,30,94
1410,1990,2023,33,67
1411,1925,2023,98,76
1412,1923,2023,100,87
1413,1965,2023,58,71
1414,1905,2023,118,81
1415,1925,2023,98,89
1416,1930,2023,93,72
1417,1920,2023,103,70
1418,1920,2023,103,89
1419,1920,2023,103,80
1420,1932,2023,91,94
1421,1937,2023,86,93
1422,1957,2023,66,82
1423,1970,2023,53,97
1424,1920,2023,103,65
1425,1920,2023,103,74
1426,1962,2023,61,94
1427,1966,2023,57,85
1428,1979,2023,44,93
1429,1927,2023,96,88
1430,1925,2023,98,88
1431,1927,2023,96,91
1432,1923,2023,100,75
1433,1963,2023,60,87
1434,1957,2023,66,90
1435,1993,2023,30,74
1436,1969,2023,54,73
1437,1965,2023,58,79
1438,1967,2023,56,95
1439,1973,2023,50,98
1440,1974,2023,49,93
1441,1979,2023,44,86
1442,1974,2023,49,85
1443,1948,2023,75,78
1444,1989,2023,34,97
1445,1890,2023,133,77
1446,1907,2023,116,90
1447,2019,2023,4,99
1448,1969,2023,54,85
1449,1971,2023,52,84
1450,1923,2023,100,99
1451,1920,2023,103,97
1452,1909,2023,114,97
1453,1927,2023,96,95
1454,1928,2023,95,96
1455,1965,2023,58,98
1456,1928,2023,95,89
1457,1962,2023,61,86
1458,1968,2023,55,95
1459,1977,2023,46,84
1460,1970,2023,53,93
1461,1967,2023,56,91
1462,1965,2023,58,92
1463,1965,2023,58,94
1464,1960,2023,63,97
1465,1955,2023,68,65
1466,1960,2023,63,85
1467,1967,2023,56,91
1468,1965,2023,58,79
1469,1960,2023,63,92
1470,1971,2023,52,93
1471,1981,2023,42,96
1472,2008,2023,15,98
1473,1965,2023,58,85
1474,1940,2023,83,91
1475,1962,2023,61,96
1476,1978,2023,45,78
1477,1900,2023,123,83
1478,1960,2023,63,91
1479,1991,2023,32,91
1481,1965,2023,58,99
1482,1993,2023,30,95
1483,1960,2023,63,81
1484,1999,2023,24,96
1485,1962,2023,61,87
1486,1959,2023,64,95
1487,1959,2023,64,96
1488,1965,2023,58,91
1489,2005,2023,18,95
1490,1960,2023,63,81
1491,1955,2023,68,94
1492,1960,2023,63,82
1493,1974,2023,49,96
1494,1950,2023,73,81
1495,1960,2023,63,82
1496,1939,2023,84,67
1497,1982,2023,41,96
1498,2019,2023,4,96
1499,1952,2023,71,82
1500,1930,2023,93,84
1501,1972,2023,51,92
1502,1971,2023,52,86
1503,1961,2023,62,94
1504,1961,2023,62,95
1505,1972,2023,51,91
1506,1972,2023,51,92
1507,1983,2023,40,96
1508,1913,2023,110,72
1509,1965,2023,58,85
1510,1960,2023,63,94
1511,1978,2023,45,90
1512,1985,2023,38,90
1513,1980,2023,43,86
1514,1993,2023,30,97
1515,1950,2023,73,92
1516,1950,2023,73,93
1517,1960,2023,63,66
1518,1960,2023,63,83
1519,1959,2023,64,92
1520,1969,2023,54,86
1521,1956,2023,67,84
1523,1957,2023,66,79
1524,1960,2023,63,79
1525,1974,2023,49,74
1526,1964,2023,59,64
1527,1957,2023,66,90
1528,1956,2023,67,95
1529,1947,2023,76,95
1530,1958,2023,65,73
1531,2019,2023,4,98
1532,2021,2023,2,100
1533,1974,2023,49,80
1534,1935,2023,88,83
1535,1964,2023,59,91
1536,1961,2023,62,95
1537,1910,2023,113,82
1538,1968,2023,55,91
1539,1968,2023,55,81
1540,1975,2023,48,94
1541,1950,2023,73,95
1542,1951,2023,72,83
1543,1951,2023,72,96
1544,1954,2023,69,83
1545,1980,2023,43,84
1546,1959,2023,64,86
1547,1951,2023,72,70
1548,1951,2023,72,67
1549,1951,2023,72,79
1550,1951,2023,72,82
1551,1951,2023,72,84
1552,1953,2023,70,89
1553,1953,2023,70,86
1554,2012,2023,11,80
1555,1972,2023,51,87
1556,1945,2023,78,92
1557,1945,2023,78,91
1558,1965,2023,58,89
1559,1965,2023,58,83
1560,1986,2023,37,91
1561,1959,2023,64,90
1562,1958,2023,65,85
1563,1966,2023,57,98
1564,1955,2023,68,85
1565,1912,2023,111,89
1566,1960,2023,63,70
1567,1967,2023,56,93
1568,2008,2023,15,91
1569,1989,2023,34,94
1570,1955,2023,68,98
1571,1965,2023,58,97
1572,1900,2023,123,78
1573,1930,2023,93,84
1574,1917,2023,106,75
1575,1954,2023,69,81
1576,1970,2023,53,92
1577,1941,2023,82,81
1578,1964,2023,59,97
1579,1984,2023,39,87
1580,2021,2023,2,99
1581,2021,2023,2,100
1582,1971,2023,52,93
1583,1950,2023,73,77
1584,1959,2023,64,68
1585,1983,2023,40,89
1586,1995,2023,28,91
1587,1980,2023,43,90
1588,1991,2023,32,87
1589,2012,2023,11,85
1590,1991,2023,32,97
1591,1973,2023,50,97
1592,1958,2023,65,65
1593,1959,2023,64,77
1594,1959,2023,64,82
1595,1962,2023,61,92
1596,1993,2023,30,83
1597,1962,2023,61,92
1598,1964,2023,59,96
1599,1970,2023,53,96
1600,1953,2023,70,49
1601,1957,2023,66,81
1602,1957,2023,66,78
1603,1957,2023,66,80
1604,1957,2023,66,79
1605,1957,2023,66,90
1606,1992,2023,31,83
1607,1952,2023,71,76
1608,1960,2023,63,84
1609,1966,2023,57,93
1610,1976,2023,47,85
1611,1975,2023,48,95
1612,1965,2023,58,91
1613,1956,2023,67,77
1614,1955,2023,68,88
1615,1950,2023,73,95
1616,1960,2023,63,87
1617,1959,2023,64,92
1618,1973,2023,50,88
1619,1972,2023,51,76
1620,1957,2023,66,83
1621,1911,2023,112,76
1622,1959,2023,64,82
1623,2016,2023,7,96
1624,1976,2023,47,94
1625,1992,2023,31,86
1626,1960,2023,63,80
1627,1990,2023,33,91
1628,1950,2023,73,97
1629,1950,2023,73,96
1630,1950,2023,73,96
1631,1968,2023,55,98
1632,1962,2023,61,82
1633,1960,2023,63,83
1634,1963,2023,60,92
1635,1966,2023,57,98
1636,1931,2023,92,85
1637,1900,2023,123,78
1638,1974,2023,49,87
1639,2021,2023,2,97
1640,2006,2023,17,70
1641,1992,2023,31,95
1642,1992,2023,31,91
1643,1992,2023,31,92
1644,1992,2023,31,95
1645,1992,2023,31,89
1646,1992,2023,31,93
1647,1918,2023,105,94
1648,1925,2023,98,76
1649,1993,2023,30,95
1650,1989,2023,34,94
1651,1989,2023,34,95
1652,1965,2023,58,98
1653,1965,2023,58,97
1654,1960,2023,63,78
1655,1960,2023,63,88
1656,1962,2023,61,90
1657,1960,2023,63,87
1658,1960,2023,63,85
1659,1960,2023,63,80
1660,1958,2023,65,89
1661,1959,2023,64,84
1662,1968,2023,55,89
1663,1928,2023,95,87
1664,2011,2023,12,86
1665,1981,2023,42,91
1666,1930,2023,93,81
1667,1969,2023,54,100
1668,1962,2023,61,97
1669,1969,2023,54,89
1670,1965,2023,58,84
1671,1960,2023,63,93
1672,1963,2023,60,91
1673,1964,2023,59,89
1674,1960,2023,63,95
1675,1954,2023,69,78
1676,1961,2023,62,90
1677,1954,2023,69,86
1678,1958,2023,65,84
1679,1945,2023,78,83
1680,1944,2023,79,78
1681,1982,2023,41,94
1682,1971,2023,52,90
1683,1960,2023,63,94
1684,1964,2023,59,95
1685,1960,2023,63,91
1686,1968,2023,55,93
1687,1960,2023,63,89
1688,1960,2023,63,88
1689,1965,2023,58,94
1690,1965,2023,58,91
1691,1950,2023,73,80
1692,1920,2023,103,84
1693,1955,2023,68,93
1694,1957,2023,66,82
1695,1960,2023,63,82
1696,1950,2023,73,89
1697,1930,2023,93,84
1698,1952,2023,71,95
1699,1941,2023,82,79
1700,1980,2023,43,92
1701,1955,2023,68,87
1702,1958,2023,65,74
1703,1960,2023,63,73
1704,1981,2023,42,91
1705,1959,2023,64,89
1706,1975,2023,48,95
1707,1950,2023,73,74
1708,1953,2023,70,95
1709,1960,2023,63,94
1710,1962,2023,61,95
1712,1970,2023,53,86
1713,1966,2023,57,97
1714,1967,2023,56,90
1715,1982,2023,41,94
1716,1957,2023,66,89
1717,1968,2023,55,82
1718,1967,2023,56,96
1719,1985,2023,38,97
1720,1959,2023,64,76
1721,1968,2023,55,77
1722,1971,2023,52,91
1723,1969,2023,54,90
1724,1970,2023,53,91
1725,2020,2023,3,100
1726,1964,2023,59,77
1727,1964,2023,59,98
1728,1970,2023,53,90
1729,1947,2023,76,70
1730,1972,2023,51,95
1731,1969,2023,54,95
1732,1961,2023,62,99
1733,1966,2023,57,98
1734,1966,2023,57,89
1735,1963,2023,60,93
1736,1963,2023,60,94
1737,1974,2023,49,93
1738,1971,2023,52,79
1739,1967,2023,56,91
1740,1970,2023,53,89
1741,1968,2023,55,88
1742,1970,2023,53,96
1743,1996,2023,27,97
1744,1960,2023,63,91
1745,1952,2023,71,89
1746,1973,2023,50,82
1747,1973,2023,50,86
1748,1973,2023,50,81
1749,1973,2023,50,83
1750,1958,2023,65,94
1751,1957,2023,66,85
1752,1955,2023,68,88
1753,1979,2023,44,91
1754,1975,2023,48,82
1755,1969,2023,54,82
1756,1983,2023,40,82
1757,1987,2023,36,87
1758,2008,2023,15,74
1759,1972,2023,51,78
1760,1940,2023,83,88
